OperatorInfo;UsageTypeTitle;AddressInfo/Title;AddressInfo1;AddressInfo2;AddressInfo/Latitude;AddressInfo/Longitude;NumberOfPoints;ConnectionType;ConnectionAmps;ConnectionVoltage;ConnectionPowerKW
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel Emporda;170 Avda. Salvador Dali;;42275944;2953234;1;Tesla (Model S onwards);16;400;11
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Relais & Chateaux Molino de Alcuneza;GU 128 km 0.5;;41105906;-2604201;2;Tesla (Model S onwards);16;400;11
(Unknown Operator);Public;Leroy Merlin;Calle Laguardia 4;;4.04451E+13;-3.58028E+14;8;J1772;;;
(Business Owner at Location);Public;Volkswagen parking;Calle de Sofia;;4.04244E+14;-3.60015E+13;2;Mennekes (Type 2);;;
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Salles Hotel & Spa Cala del Pi *****;160 Av. del Cavall Bernat;;41824636;3077119;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hotel Aire de Bardenas;Carretera de Ejea Na125 Km 1;;42078425;-1565845;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Public - Notice Required;Hotel Ibis Irun;77 Avda De Letxumborro;;43332648;-18168;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Salles Hotel Mas Tapiolas;Carretera C-65 km.  7;;41819894;2964825;1;Tesla (Model S onwards);32;400;22
Tesla Motors (Worldwide);Private - For Staff, Visitors or Customers;Hostal de la Gavina;Plaza Roserar;;41790512;3055764;1;Tesla (Model S onwards);16;400;11
(Unknown Operator);Public - Pay At Location;Punto de Recarga en Parking Romara;Aribau, 9;;413861103;2.16217E+14;2;Mennekes (Type 2. Tethered Connector);16;230;3.7
;Private - For Staff, Visitors or Customers;Idiada Automotive Technology S.a.;Carretera de Cal Sereno;Saifores;41267292;15316487;4;Mennekes (Type 2);32;400;22
(Unknown Operator);Public;Lidl Coslada;Avenida de EspaÃ±a, 122;;404205934;-3.55534E+14;2;CHAdeMO;50;400;20
(Unknown Operator);Public - Membership Required;Sant LlorenÃ§ des Cardassar;C/ Des Pou, 2;;3.96097E+16;3.28428E+15;2;Mennekes (Type 2);32;230;7.4
(Unknown Operator);Private - For Staff, Visitors or Customers;Carrefour Azabache;Acceso Centro Comercial;;4.34139E+15;-5.79654E+16;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;Pozuelo de Alarcón;Calle Hospital;;404346073;-3.81569E+15;1;Mennekes (Type 2);32;230;22
(Unknown Operator);Public - Membership Required;Son Pacs;CamÃ­ dels Reis, 400;;396058303;2.65315E+15;9;Mennekes (Type 2);16;230;3.7
(Unknown Operator);Public - Membership Required;IBIL Virgen de BegoÃ±a;Virgen de BegoÃ±a Kalea, 38;;432587902;-2.91408E+15;2;CHAdeMO;125;400;50
(Unknown Operator);Public - Notice Required;Plaza del Ganado;Calle la Palma, 1;;425925913;-4.33021E+15;2;Mennekes (Type 2);16;230;3.7
Tesla Motors (Worldwide);Private - Restricted Access;Supercharger Valencia;Carrer de Leonardo da Vinci, 1;;395432044;-4.5127E+14;6;Tesla Supercharger;320;400;120
IBIL (Es);Public - Membership Required;IBIL Vila-Seca;VILA DEL COMU, 8;PolÃ­gon industrial l'Alba;4.11141E+14;1.15547E+14;2;CHAdeMO;120;400;50
(Unknown Operator);Public - Membership Required;Fenie - Enilec;Avinguda d'Elx, 29;;386858686;-4.74009E+15;2;Mennekes (Type 2);32;400;22
(Unknown Operator);Public - Membership Required;Fenie - Montilla;N-331;;3.75969E+15;-4.66701E+15;2;Mennekes (Type 2);32;400;22
(Unknown Operator);Public - Membership Required;EDP Pola de Siero 2;Calle Don Belarmino GarcÃ­a Roza, 6;;433915464;-5.65348E+15;2;Mennekes (Type 2);;;
(Unknown Operator);Public - Membership Required;EDP Pola de Siero;Calle Celleruelo, 7;;433931314;-5.6618E+16;2;Mennekes (Type 2);;;
(Unknown Operator);Public - Membership Required;Partes del VallÃ¨s;Joaquim Guasch;;415729193;2.23421E+16;2;Mennekes (Type 2);;;
IBIL (Es);Public - Membership Required;IBIL Avenida de Canarias;Av. de las Canarias, 5;;2886514;-1.38311E+16;1;CHAdeMO;125;400;50
IBIL (Es);Public - Membership Required;IBIL Arco Iris;Calle Anzuelo, 30;;291322647;-1.34625E+15;2;CHAdeMO;125;400;50
Tesla Motors (Worldwide);Private - Restricted Access;Supercharger Murcia;Nueva Condomina;;3.80383E+14;-1.14968E+14;10;Tesla Supercharger;320;400;120
IBIL (Es);Public - Membership Required;IBIL Valle-Inclán Málaga;Av. de Valle-Inclán, 12;;367363;-4.43447E+15;2;CHAdeMO;125;400;43
Tesla Motors (Worldwide);Private - Restricted Access;Supercharger Burgos;Ctra. Madrid-IrÃºn, 137;;423114253;-3.70286E+14;6;Tesla Supercharger;330;410;135
(Unknown Operator);Public - Notice Required;Punta de'n Castelló;Passatge d'en Ros, 23;;389816221;1.5319E+16;4;Mennekes (Type 2);32;;
(Unknown Operator);Private - For Staff, Visitors or Customers;EnfermerÃ­a UAH;Av. de León, 3A;;405127038;-3.34673E+15;3;Mennekes (Type 2);32;400;22
(Unknown Operator);Public;Pavelló municipal BesalÃº;Avinguda de Catalunya;;4.21992E+15;2.69466E+16;1;Mennekes (Type 2);16;230;3.7
(Unknown Operator);Public - Membership Required;Joan Maragall;Carrer Joan Maragall, 1;;395659226;2.65737E+15;1;Mennekes (Type 2);32;230;7.4
(Unknown Operator);Public - Membership Required;Sant Francesc Xavier 3;Carrer des Metge Vicent Riera Ferrer, 8;;387056792;1.43067E+16;2;Mennekes (Type 2);;;
(Unknown Operator);Public - Membership Required;IBIL Ingenio;Plza. de la Candelaria, 1;;27919578;-1.54437E+16;1;Mennekes (Type 2);;;
(Unknown Operator);Public - Membership Required;EdRR Roc Boronat;Carrer de Roc Boronat, 116;;414008792;21968263;2;CHAdeMO;125;400;50
(Unknown Operator);Public - Membership Required;Fenie - Les Comes;Carrer de la Marinada, 25;;41665334;6.03569E+15;2;Mennekes (Type 2);16;400;11
(Unknown Operator);Public - Membership Required;Fenie - Serveis Ferroviaris;Passatge Cala Figuera, 4;;39595853;2.68543E+15;1;Mennekes (Type 2);32;230;7.4
(Unknown Operator);Public - Membership Required;VicenÃ§ Joan i Roselló;Carrer de VicenÃ§ Joan i Rosselló, 63-65;;395790467;2.6343E+15;1;Mennekes (Type 2);;;
(Unknown Operator);Public - Membership Required;Fotolinera RubÃ­ - Joan Miró;Rambleta de Joan Miró;;414857262;2.03048E+14;4;CEE 7/4 - Schuko - Type F;16;230;3.6
(Unknown Operator);Public - Membership Required;Circontrol Zona Franca;Avinguda NÃºmero 1;;4.13402E+15;2.1251E+15;2;Mennekes (Type 2);;;
MELIB (ES);Public - Membership Required;Passeig Mallorca;Passeig Mallorca 28;;39573803;2.64399E+14;1;Mennekes (Type 2);;;
MELIB (ES);Public - Membership Required;Sant Ferran;Carrer d'Andreu Jaume i Nadal, 37;;39580232;2.6327E+14;1;Mennekes (Type 2);;;
(Unknown Operator);Private - For Staff, Visitors or Customers;Elektra Landaben;PolÃ­gono Ipertegui II, 12;;428186678;-1.69291E+16;1;Mennekes (Type 2);32;400;22
MELIB (ES);Public - Membership Required;PlaÃ§a Alexander Fleming;PlaÃ§a Alexander Fleming;;3.95812E+14;2.65551E+14;1;Mennekes (Type 2);32;230;7.4
(Unknown Operator);Public - Membership Required;Complex Comercial Vilafranca;Avinguda de Tarragona, 143;;413354031;1.68558E+14;2;Mennekes (Type 2);32;400;22
(Unknown Operator);Public - Membership Required;Cabrera de Mar;Carrer Vilardaga;;4.15261E+16;2.39415E+16;2;CHAdeMO;100;400;40
Tesla Motors (Worldwide);Private - Restricted Access;Supercharger l'Aldea;N-235;;4.07531E+14;6.06564E+14;6;Tesla Supercharger;320;380;120
(Unknown Operator);Public - Notice Required;Ayuntamiento La Matanza de Acentejo;Av. Tinguaro, 27;;2.84483E+14;-1.64571E+13;2;Mennekes (Type 2);32;400;22
(Unknown Operator);Public - Notice Required;Gasolinera Caprabo;N-340;;4.11861E+16;1.51385E+16;2;Mennekes (Type 2);32;400;22
(Unknown Operator);Public - Membership Required;ENSE CONIL;Carretera N-340 km.17 El Colorado;;3.6342E+14;-6.09568E+15;2;Mennekes (Type 2);32;230;22
(Unknown Operator);Private - For Staff, Visitors or Customers;HIPERDINO MILLER;Calle Luis Correa Medina, 9;;28102942;-1.54352E+16;2;Mennekes (Type 2);32;230;7.4
(Unknown Operator);Private - For Staff, Visitors or Customers;CC Gran VÃ­a de Hortaleza;Calle de Ayacucho;;4.04695E+15;-3.64045E+16;1;CEE 7/4 - Schuko - Type F;16;230;3.6
IBIL (Es);Public - Membership Required;Callejón del Pozancón;Callejón del Pozancón;;3.67799E+15;-4.10477E+14;2;Mennekes (Type 2);;;9.6
(Unknown Operator);Public;Parking Municipal Guissona;Carrer del Montsec, 7;;417862433;1.2874E+16;1;Mennekes (Type 2);16;230;3.7
(Unknown Operator);Public - Membership Required;Parlament de les Illes Balears;Carrer del Conquistador, 11;;395690458;2.64809E+16;2;Mennekes (Type 2);32;230;7.4
(Unknown Operator);Public - Membership Required;Maó;Carrer d'Albert Camus;;3.98852E+15;4.2615E+15;1;Mennekes (Type 2);;;
(Unknown Operator);Private - For Staff, Visitors or Customers;CC Ocimax;Carrer del Bisbe Pere de Puigdorfila, 1;;395949197;2.64851E+14;1;Mennekes (Type 2);;;
(Unknown Operator);Private - For Staff, Visitors or Customers;Vilanova del VallÃ¨s;Carrer del Sis de Desembre, 4;;415548892;2.2859E+15;1;Mennekes (Type 2);16;230;3.7
(Unknown Operator);Public;Estación de tren de Toledo;Paseo de la Rosa, 2;;3986061;-4.01673E+15;4;Mennekes (Type 2);16;230;3.7
(Unknown Operator);Public;Parking Empark Tarragona;Rambla Nova, 115;;4.11184E+16;1.24651E+16;1;CEE 7/4 - Schuko - Type F;16;230;3.6
(Unknown Operator);Private - For Staff, Visitors or Customers;El Corte Inglés Tarragona;Rambla del President LluÃ­s Companys, 7;;411212744;1.24206E+16;3;CEE 7/4 - Schuko - Type F;16;230;3.6
(Unknown Operator);Private - For Staff, Visitors or Customers;CC SAN JUAN DE AZNALFARACHE;Camino de las Erillas, s/n;;373871196;-6.02982E+16;2;CEE 7/4 - Schuko - Type F;16;230;3.6
(Unknown Operator);Private - For Staff, Visitors or Customers;Ctra del Parador Nacional;Ctra del Parador Nacional;El Olivar;3.66511E+15;-4.47463E+15;8;CEE 7/4 - Schuko - Type F;16;230;3.6
(Unknown Operator);Private - For Staff, Visitors or Customers;CC Espai GironÃ¨s;CamÃ­ dels Carlins, 10;;419664195;2.78193E+15;8;CEE 7/4 - Schuko - Type F;16;230;3.6
(Unknown Operator);Public - Membership Required;Carrer de la Mina;Carrer de la Mina;Can Vasconcel;4.14751E+15;2.08189E+16;2;CHAdeMO;100;400;40
(Unknown Operator);Public;La Seu d'Urgell;Passeig Joan Brudieu;;4.23556E+15;1.46035E+16;2;Mennekes (Type 2);32;230;7.4
(Unknown Operator);Public - Notice Required;Estación BP Puerto del Rosario;Muelle de Cruceros;;284954972;-1.38592E+16;1;Mennekes (Type 2);;230;
(Unknown Operator);Private - For Staff, Visitors or Customers;CC Las Rotondas;Calle MiÃ±o, 132-182;;28495161;-1.3863E+16;2;Mennekes (Type 2);16;230;3.7
(Unknown Operator);Private - For Staff, Visitors or Customers;Altrium Montseny;Carrer Dr. Trueta, 73;;4168222;2.48884E+15;4;CEE 5 Pin;16;230;11
(Unknown Operator);Public;Parking Juan XXIII;Plaza Alférez Provisional;;423397568;-7.86644E+14;3;Mennekes (Type 2);32;400;22
(Unknown Operator);Public - Notice Required;Parking Empark Cortes;Calle de Fernanflor, 6;;404164846;-3.69606E+15;1;CEE 7/4 - Schuko - Type F;16;230;3.7
(Unknown Operator);Public - Membership Required;TRIO Lleida Campus UdL;Carrer de Jaume II, 73;;416074566;6.21882E+14;2;CHAdeMO;100;400;40
(Unknown Operator);Public - Membership Required;TRIO Amposta;Av. Alcalde Palau, 57;;407123094;5.79197E+15;2;CHAdeMO;100;400;40
(Unknown Operator);Public - Membership Required;TRIO Girona Sud;Carrer del Riu Cardener, 30;;419634232;2.81472E+16;2;CHAdeMO;100;400;40
(Unknown Operator);Public - Membership Required;TRIO Girona Nord;Carrer Josep Tharrats, 2;;419922037;2.81891E+16;2;CHAdeMO;100;400;40
;Public - Membership Required;Ecoestación Roces EDP;Ctra. Oviedo Gijón, 26A;;4.35181E+15;-5.6867E+15;2;CHAdeMO;100;400;40
(Unknown Operator);Public - Notice Required;PlaÃ§a Ajuntament / City council Square;Monastry square;;4.22008E+14;2.19035E+14;1;Europlug 2-Pin (CEE 7/16);;;
;Public - Membership Required;Punt de recÃ rrega Ajuntament D'ascó;Cr. Unió, 8;;4.11832E+15;5.66838E+15;2;Mennekes (Type 2);32;400;22
Amersam;Public - Membership Required;Parking La Fira;Avinguda de Sant Jordi 6;;41161499;1110389;2;Mennekes (Type 2);16;230;3.6
Amersam;Public - Membership Required;Parking Carrilet;Avinguda Carrilet;;4.11504E+14;1.11077E+13;2;Mennekes (Type 2);16;230;3.6
Amersam;Public - Membership Required;Parking Llibertat;PlaÃ§a Llibertat;;41159101;1107044;2;Mennekes (Type 2);16;230;3.6
Amersam;Public - Membership Required;PlaÃ§a Llibertat;PlaÃ§a Llibertat;;41158043;1105671;2;CHAdeMO;100;400;40
Amersam;Public - Membership Required;Parking Oques;PlaÃ§a Nen de les Oques;;411561961;1.10187E+14;2;Mennekes (Type 2);16;230;3.6
Iberdrola;Public - Membership Required;Estación de servició Aralar;Av. Juan Plablo II;;42804062;-162776;1;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Can Arabi;Calle Argentina;;3.89354E+14;1.4345E+13;2;Mennekes (Type 2);;;3.7
Enel (Italy);Public - Membership Required;Punto de recarga Carrefour Oiartzun;Lintzirin Poligonoa Poligonoa, 9;;43314412;-1878583;2;Europlug 2-Pin (CEE 7/16);16;230;3.7
Nomadpower;Public - Membership Required;Parking Padrosa Exit 3 AP7;Carrer Barreiros;;4.22975E+14;2.93734E+14;6;CEE 5 Pin;32;400;22
Nomadpower;Public - Membership Required;Red Tortuga - La Jonquera;Avinguda del Sis d'Octubre;Mas de l'EsquerrÃ ;4.24069E+14;2.88004E+14;6;CEE 5 Pin;32;400;22
Nomadpower;Public - Membership Required;Castillo El Burgo Ranero;LE-6617;;4.24181E+14;-5.21543E+14;6;CEE 5 Pin;32;400;22
(Unknown Operator);Public - Membership Required;HOTEL TRYP CASTELLÃ“N CENTER;Ronda Mijares, 86;;399840114;-4.36168E+14;2;Mennekes (Type 2);32;380;7.4
(Unknown Operator);Private - For Staff, Visitors or Customers;Aeropuerto de Madrid Barajas T2;Aparcamento Preferente T2;;4.04686E+14;-3.57056E+14;2;CEE 7/4 - Schuko - Type F;;220;
(Business Owner at Location);Public - Membership Required;Camping Aquarius;Carrer cami vell a Sant Pere Pescador;;42177439;3107979;2;Mennekes (Type 2);32;400;11
(Business Owner at Location);Private - For Staff, Visitors or Customers;Nissan Vanauto;Ctra. de Su Eminencia, 1 A;;3.73632E+16;-5.95924E+15;1;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Nissan Gamboa;Avenida de Carlos Sainz 15;;40318089;-3763862;1;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Nissan Ibericar Reicomsa;Calle de Raimundo Fernández Villaverde 45;;40446606;-3697228;1;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Nissan Iberauto;Ctra. La CoruÃ±a, km. 11.800;;4046513;-3801653;1;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Nissan Motor LlansÃ ;Passeig de la Zona Franca, 61;;413546118;2.14243E+15;1;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Nissan Otto Diesel;Carrer del Pla, 21;;414000251;2.02521E+15;1;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Cepsa Lope de Vega;Carrer de Lope de Vega 125.139;;4140591;220152;1;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Nissan Eylo Motor;Avda. de Gijón, 92;;41660632;-4.75436E+15;1;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Lejarza Barakaldo;Ctra. Bilbao - Santander, km. 120;;432884968;-3.00898E+15;1;CHAdeMO;125;400;50
(Business Owner at Location);Private - For Staff, Visitors or Customers;Lejarza Erandio;Carretera Lutxana-Asua;;43302116;-2957714;1;CHAdeMO;125;400;50
(Unknown Operator);Private - For Staff, Visitors or Customers;Universidad de Alicante - Club Social 1;Edificio 17 - Club Social 1;;383827578;-5146532;1;Mennekes (Type 2);16;230;3.7
(Unknown Operator);Private - For Staff, Visitors or Customers;Museo de la Univ. de Alicante;Museo de la Univ. de Alicante;;383821438;-5124109;1;Mennekes (Type 2);16;230;3.7
IBIL (Es);Private - For Staff, Visitors or Customers;Universidad de Alicante;Carretera Alicante, 94C;;38383054;-508968;1;Mennekes (Type 2);32;230;22
(Unknown Operator);Public;Parking Ntra. Sra. del Recuerdo;Calle de la Hiedra, 26;;404718048;-3.67918E+14;1;CHAdeMO;16;230;11
(Unknown Operator);Public - Membership Required;Oficina Municipal de Información TurÃ­stica;GM-1;;28095704;-17334406;2;Mennekes (Type 2);42;230;7.4
(Unknown Operator);Public - Membership Required;Centro Comercial Parque Santiago 6;Av. de Chayofita, 12;;2805808;-1.67209E+16;2;Mennekes (Type 2);32;400;22
(Unknown Operator);Public;PlaÃ§a de la Pau;Avenida Comunitat Valenciana, 7V;;386040083;-4.81683E+13;1;CEE 7/4 - Schuko - Type F;16;230;3.7
(Unknown Operator);Public - Membership Required;Cartuja - Facultad de comunicación;Calle Hermanos d'Eluyar;;37409365;-6007439;2;Mennekes (Type 2);16;;3.4
(Unknown Operator);Public - Membership Required;Manuel Bermuda Barrera;Calle Manuel Bermuda Barrera, 1D;;3738225;-5.98733E+14;2;Mennekes (Type 2);16;;3.7
;Public;Zaragoza Delicias;Avenida Navarra, 92;;41656133;-909924;;CEE 7/4 - Schuko - Type F;16;230;3.7
;Public;Parking Ayuntamiento;Calle Milagro de Calanda;;4165627;-877941;;CEE 5 Pin;;;
;Public;Plaza del Pilar;Calle Salduba, 8;;41656967;-881151;;CEE 5 Pin;;;
;Public;Museo de la Ciencia;Avenida Salamanca, 1;;41659;-473448;;Mennekes (Type 2);;;
;Public;Tierra;Paseo Obregón, 6;;41664845;-4732218;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Sol de las Moreras;Calle Sol de las Moreras, 30;;41669473;-3682597;;CEE 7/4 - Schuko - Type F;;;
;Public;SEAS Estudios superiores abiertos;Calle Violeta Parra, 9;;41669752;-878514;;CEE 7/4 - Schuko - Type F;;;
;Public;Universidad San Jorge;Calle de la Universidad de San Jorge;;41756784;-833487;;Mennekes (Type 2);;;
;Public;Parking paseo del Espolón;Paseo el Espolón, 1;;41764661;-2471995;;CEE 7/4 - Schuko - Type F;16;230;3.6
;Public;Hospital Santa Barbara;Paseo Santa Bárbara;;417716228;-24732231;;CEE 7/4 - Schuko - Type F;16;230;3.7
;Public;JOSEP MÂª SERT;C/ Josep MÂª Sert;;41933818;2260295;;CEE 3 Pin;;;
;Public;Parking MarquÃ¨s Sénia;Calle Salt, 1;;4196578;280663;;CEE 3 Pin;;;
;Public;Centro de Transportes;Avenida las Américas, 2;;4200199;-5661321;;Mennekes (Type 2);;;
;Public;Avenida Comunidad Europea;Avenida Comunidad Europea, 19;;42006672;-4509602;;Mennekes (Type 2);;;
;Public;Allende el rÃ­o;TravesÃ­a ViÃ±alta, 1;;42007926;-4540489;;CEE 7/4 - Schuko - Type F;;;
;Public - Membership Required;Plazoleta de la Sal;Plazoleta de la Sal, 1;;42010643;-4532085;1;Mennekes (Type 2);16;230;3.7
;Public;Lola de la fuente;Calle de Lola de la Fuente, 39-43;;42014204;-4517072;;CEE 7/4 - Schuko - Type F;;;
;Public;RepÃºblica Dominicana;Calle Republica Dominicana, 7;;4202812;-453474;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Paseo de Invierno;Calle de Aranaz y Vides, 7a;;420602263;-16023643;;CEE 7/4 - Schuko - Type F;;;
;Public;Green Grouping;Calle Cuatro;;42109067;-459882;;CEE 7/4 - Schuko - Type F;;;
;Public;Universidad de Vigo;RÃºa as Pedreiras;;42170975;-8682324;;CEE 7/4 - Schuko - Type F;;;
IBIL (Es);Public;Parking Eroski Bolueta;A-8. 22;;42208634;24043651;;Mennekes (Type 2);;;
;Public;Parking Pintor Colmeiro;RÃºa do Pintor Colmeiro, 20;;42225508;-8725982;;CEE 7/4 - Schuko - Type F;;;
;Public;Puerto de Vigo - Bouzas;TravesÃ­a de Bouzas Portuario;;42230199;-8747678;;Mennekes (Type 2);;;
